prediction	target	loss	dist
r i s t k ü l i k u l e	r i s t k ü l i k u l e	0.05044260248541832	0
m u r d s i d	m u r d s i d	0.05010298267006874	0
r e b a s e k s	r e b a s e k s	0.050692010670900345	0
j ä r g n e g u	j ä r g n e g u	0.048697128891944885	0
o l e n   v õ i t n u d	o l e n   v õ i t n u d	0.05295800417661667	0
r a h v a s t i k u t e a d u s i	r a h v a s t i k u t e a d u s i	0.049986302852630615	0
h a r i d u s e d	h a r i d u s e d	0.05212084576487541	0
t u n d k e	t u n d k e	0.047766417264938354	0
ä r a   t ä n a	ä r a   t ä n a	0.051124561578035355	0
m a j a l t	m a j a l t	0.05112137645483017	0
r u t e e n i u m d e l e	r u t e e n i u m d e l e	0.049368321895599365	0
k i n d r a l m a j o r e i d	k i n d r a l m a j o r e i d	0.050237853080034256	0
ä r a   h a r j u t a	ä r a   h a r j u t a	0.05277015268802643	0
e i   t ä t o v e e r i k s	e i   t ä t o v e e r i k s	0.0857606828212738	0
e i   e h i t u d	e i   e h i t u d	0.05249528959393501	0
k a k l e d	k a k l e d	0.05147131532430649	0
s a d a g u	s a d a g u	0.04963685944676399	0
e i   o l e k s   v õ i d u d	e i   o l e k s   v õ i d u d	0.05334235727787018	0
p i s a r a	p i s a r a	0.051366500556468964	0
õ i g l u s t	õ i g l u s t	0.048860058188438416	0
j u u k s u r i s	j u u k s u r i s	0.05008242279291153	0
k o r t e r i k s	k o r t e r i k s	0.052039969712495804	0
s õ i d u k i t e n a	s õ i d u k i t e n a	0.05001213029026985	0
k a t u s t e l	k a t u s t e l	0.05113119259476662	0
k e e l e t e a d u s e s	k e e l e t e a d u s e s	0.04905477166175842	0
m õ t t e s t	m õ t t e s t	0.04900410771369934	0
d o k t o r i s s e	d o k t o r i s s e	0.04931609705090523	0
h a r j a k s i d	h a r j a k s i d	0.053059209138154984	0
k i i r u l u u t a	k i i r u l u u t a	0.05022946745157242	0
o l e n   v õ t n u d	o l e n   v õ t n u d	0.05346901714801788	0
ü t e r b i u m d e l	ü t e r b i u m d e l	0.050109803676605225	0
k u k l a l u u d e n i	k u k l a l u u d e n i	0.049384649842977524	0
k o o l j a k u i d	k o o l j a k u i d	0.05047271028161049	0
p õ h i s e a d u s t e s t	p õ h i s e a d u s t e s t	0.051179613918066025	0
m a l e d e g a	m a l e d e g a	0.0499148927628994	0
k a t a l ü ü s n e u t r a l i s a a t o r i t e l e	k a t a l ü ü s n e u t r a l i s a a t o r i t e l e	0.04911378026008606	0
e l a v a i d	e l a v a i d	0.049464307725429535	0
o l e k s   t o i d e t u d	o l e k s   t o i d e t u d	0.0516732782125473	0
s ü m p t o m i	s ü m p t o m i	0.05032188445329666	0
s ü n n i t a d	s ü n n i t a d	0.04912109673023224	0
m u u s e u m i d	m u u s e u m i d	0.0501067116856575	0
v a r e s e s	v a r e s e s	0.05203036218881607	0
e i   o l e v a t   h ä i r i n u d	e i   o l e v a t   h ä i r i n u d	0.053063586354255676	0
ä r a   o m a	ä r a   o m a	0.05251114070415497	0
e i   v õ i	e i   v õ i	0.052285462617874146	0
r a t s u l t	r a t s u l t	0.05118907243013382	0
o l e n   k ä i t u n u d	o l e n   k ä i t u n u d	0.05243629962205887	0
o l e k s i m e   l o e n d a n u d	o l i m e   l o e n d a n u d	0.10277846455574036	3
k i i l l u u t a	k i i l l u u t a	0.049475423991680145	0
k o d a n l u s	k o d a n l u s	0.04913673922419548	0
s a d a s	s a d a s	0.0508345402777195	0
o l e n   ü h e n d a n u d	o l e n   ü h e n d a n u d	0.0526551716029644	0
e i   o l e v a t   j ä ä t a t u d	e i   o l e v a t   j ä ä t a t u d	0.05235667526721954	0
o n   o s a t u d	o n   o s a t u d	0.05264059454202652	0
j o o d i k u t e l e	j o o d i k u t e l e	0.049359988421201706	0
d u b n i u m	d u b n i u m	0.0481727160513401	0
n õ g e s t e l e	n õ g e s t e l e	0.04958664998412132	0
k a u b a n d u s e l e	k a u b a n d u s e l e	0.0498792864382267	0
p a b e r i t	p a b e r i t	0.05090043693780899	0
ä r g u   o l g u   l ü k a n u d	ä r g u   o l g u   l ü k a n u d	0.05277803912758827	0
s k a n d i u m d e n a	s k a n d i u m d e n a	0.05044836550951004	0
o l g u   p õ l e t u d	o l g u   p õ l e t u d	0.053488589823246	0
ä r g e   k ä s i t l e g e	ä r g e   k ä s i t l e g e	0.049690596759319305	0
r o o t s l a s t e	r o o t s l a s t e	0.05028948932886124	0
l e n n a k e	l e n n a k e	0.047953639179468155	0
o l e k s i t e   t a h t n u d	o l e k s i t e   t a h t n u d	0.08704734593629837	0
e i   k a l a s t a t u d	e i   k a l a s t a t u d	0.05256139114499092	0
ä r g e   k a t k e g e	ä r g e   k a t k e g e	0.05010699853301048	0
ü k s s a r v i k u d	ü k s s a r v i k u d	0.05203354358673096	0
r i i e t u m i s e t a	r i i e t u m i s e t a	0.049816589802503586	0
e l u t o a s s e	e l u t u p p a	0.1811549961566925	5
h o l m i u m d e	h o l m i u m d e	0.05152388662099838	0
i t a a l l a s t e l e	i t a a l l a s t e l e	0.04984994977712631	0
k ä i d i	k ä i d i	0.04846745729446411	0
l a b i d a s t	l a b i d a s t	0.04935811460018158	0
ä r g u   p u h u g u	ä r g u   p u h u g u	0.05190107226371765	0
k e e f i r i g a	k e e f i r i g a	0.048761460930109024	0
o l g u   k a l l i s t a t u d	o l g u   k a l l i s t a t u d	0.05252388119697571	0
l o o v	l o o v	0.0513056218624115	0
o l e k s i d   k e e n u d	o l e k s i d   k e e n u d	0.0905451774597168	0
e i t a v a t e l t	e i t a v a t e l t	0.04993942752480507	0
m u u s e u m d e g a	m u u s e u m d e g a	0.0501740463078022	0
ö ö b i k u d	ö ö b i k u d	0.04776815325021744	0
j ä t e t a v a t	j ä t e t a v a t	0.04803193733096123	0
s ö ö v a d	s ö ö v a d	0.048753347247838974	0
ä r g u   o l g u   u j u n u d	ä r g u   o l g u   u j u n u d	0.052227288484573364	0
k o l o n e l i t a	k o l o n e l i t a	0.049398209899663925	0
o l g u   k a l l i s t a n u d	o l g u   k a l l i s t a n u d	0.05251944065093994	0
e l a g u	e l a g u	0.04978518560528755	0
o l e k s   k i n n i t a n u d	o l i   k i n n i t a n u d	0.10638542473316193	3
s e e d r i t e s t	s e e d r i t e s t	0.04907536879181862	0
m u s l i m e i d	m u s l i m e i d	0.05016031116247177	0
v ä l t e d	v ä l t e d	0.048400960862636566	0
e i   j ä r g n e k s	o l i n   j ä r g n e n u d	0.1116853803396225	6
ä r g u   o l g u   e r i n e t u d	ä r g u   o l g u   e r i n e t u d	0.05217273533344269	0
o l g u   p e s n u d	o l g u   p e s n u d	0.05332031473517418	0
o l e k s i m e   h o i d u n u d	o l i m e   h o i d u n u d	0.10720062255859375	3
m a a s i k a t e k s	m a a s i k a t e k s	0.051305871456861496	0
s e l g i t a s i m e	s e l g i t a s i m e	0.04906219616532326	0
s õ u e t a v	s õ u e t a v	0.04968790337443352	0
i s i k u t e s	i s i k u t e s	0.04953555762767792	0
m õ l a s	m õ l a s	0.05281361937522888	0
h e l m e k u u s t	h e l m e k u u s t	0.05031576007604599	0
m a j o r i s s e	m a j o r i s s e	0.05072500556707382	0
j õ u l u k u u d e l e	j õ u l u k u u d e l e	0.049616482108831406	0
k e e k s i m e	k e e k s i m e	0.04997861012816429	0
k i n a v e r i n a	k i n a v e r i n a	0.05091720446944237	0
h i i r t e t a	h i i r t e t a	0.05096221715211868	0
ä r g u   k ä s k i g u	ä r g u   k ä s k i g u	0.050746850669384	0
r o o t s l a s e d	r o o t s l a s e d	0.0512300506234169	0
k a d a k a d	k a d a k a d	0.05189827084541321	0
p e e n i s e l u u d e g a	p e e n i s e l u u d e g a	0.048806194216012955	0
s ü g i s e l e	s ü g i s e l e	0.049190301448106766	0
o d a k s	o d a k s	0.05158494412899017	0
t e h n e e t s i u m i d	t e h n e e t s i u m i d	0.04991239309310913	0
õ i g l u s s e	õ i g l u s s e	0.048622384667396545	0
i r i i d i u m i n a	i r i i d i u m i n a	0.04939468204975128	0
s u u g a	s u u g a	0.05011453852057457	0
s ü m p t o m i t e k s	s ü m p t o m i t e k s	0.051019273698329926	0
o l e v a s s e	o l e v a s s e	0.04966297373175621	0
k r o o n u d e l t	k r o o n u d e l t	0.050319623202085495	0
o l e k s i m e   r e e t n u d	o l e k s i m e   r e e t n u d	0.08664777874946594	0
k r o o n u n i	k r o o n u n i	0.05001368746161461	0
ä r g e m   h a r j a k e m	ä r g e m   h a r j a k e m	0.05258239060640335	0
h e l i l o o j a t e	h e l i l o o j a t e	0.04986945912241936	0
k ü n n i s t	k ü n n i s t	0.04896271228790283	0
k a k l u s t e n a	k a k l u s t e n a	0.05153072252869606	0
o l e k s i d   r o o j a n u d	o l i d   r o o j a n u d	0.11086224019527435	3
k a h v l i l e	k a h v l i l e	0.052692960947752	0
a r a a b l a s e s t	a r a a b l a s e s t	0.051125068217515945	0
h a i d e n i	h a i d e n i	0.05046387389302254	0
k ä s k i s i m e	k ä s k i s i m e	0.04994051530957222	0
t s i r k o o n i u m d e s s e	t s i r k o o n i u m d e s s e	0.04980256035923958	0
p a a r i t u m a	p a a r i t u m a	0.05195144563913345	0
v a r a d e n a	v a r a d e n a	0.05214208737015724	0
n a a t r i u m i k s	n a a t r i u m i k s	0.05101504921913147	0
l e n d a v a t e k s	l e n d a v a t e k s	0.05031927302479744	0
o l e k s	o l e k s	0.05135196074843407	0
p õ l e s i d	p õ l e s i d	0.05123265087604523	0
k e e r a k s i t e	k e e r a k s i t e	0.050434958189725876	0
s ü n n i t a k s e	s ü n n i t a k s e	0.047641657292842865	0
s i i r u p i t e s t	s i i r u p i t e s t	0.05003233253955841	0
s õ r m u s t e n i	s õ r m u s t e n i	0.05129126086831093	0
o l e t e   j ä ä n u d	o l e t e   j ä ä n u d	0.05224436894059181	0
s o e n a	s o e n a	0.049707066267728806	0
o l e k s   k ä i n u d	o l i   k ä i n u d	0.12857815623283386	3
v a s t l a k u u n a	v a s t l a k u u n a	0.05100901797413826	0
t r o f e e l	t r o f e e l	0.049002159386873245	0
t ä t o v e e r i k s i d	t ä t o v e e r i k s i d	0.05002635717391968	0
õ i g l u s i	õ i g l u s i	0.04777098447084427	0
k i r i k u t e n a	k i r i k u t e n a	0.05109582841396332	0
a s j a t u n d j a g a	a s j a t u n d j a g a	0.049832794815301895	0
s u u l a e l u u l	s u u l a e l u u l	0.04953324794769287	0
a l a d e	a l a d e	0.0494224987924099	0
p i n d l u u	p i n d l u u	0.04846486449241638	0
o r h i d e e k s	o r h i d e e k s	0.051414161920547485	0
n a h k h i i r e	n a h k h i i r e	0.05198804661631584	0
o l e k s i d   k e p p i n u d	o l i   k e p p i n u d	0.11516168713569641	4
o l e d   t a h t n u d	o l e d   t a h t n u d	0.0535963773727417	0
e i   m a g u s t a t a k s	e i   m a g u s t a t a k s	0.05079801380634308	0
v a r t e l	v a r t e l	0.05223819240927696	0
k a l i f o r n i u m e	k a l i f o r n i u m e	0.04930097237229347	0
m a l e v a t e l t	m a l e v a t e l t	0.05108417198061943	0
k a l u r i s t	k a l u r i s t	0.051240287721157074	0
h a k a t a v a t	h a k a t a v a t	0.05094170570373535	0
m ä r a t a	m ä r a t a	0.05128127709031105	0
o n   l õ p e t a n u d	o n   l õ p e t a n u d	0.053078990429639816	0
p e t a m e	p e t a m e	0.050489842891693115	0
o l e k s   n u s s i n u d	o l i   n u s s i n u d	0.1147841140627861	3
o l e v a t   s u r n u d	o l e v a t   s u r n u d	0.05303940922021866	0
t i n g i v a t e l e	t i n g i v a t e l e	0.049200769513845444	0
o l u l i s e n i	o l u l i s e n i	0.04922368377447128	0
v ä ä v l i s	v ä ä v l i s	0.0501706600189209	0
n o k k i s i d	n o k k i s i d	0.04934332147240639	0
p ö ö r a k u	p ö ö r a k u	0.05042082071304321	0
e i   o o d a t a	e i   o o d a t a	0.04968487471342087	0
e i   t u n n e t a k s	e i   t u n n e t a k s	0.048992570489645004	0
g e i s t	g e i s t	0.047889772802591324	0
e i   o l n u d   a r m u n u d	e i   o l n u d   a r m u n u d	0.053123872727155685	0
ä r g u   o l g u   k i i t n u d	ä r g u   o l g u   k i i t n u d	0.052357740700244904	0
u n u n o k t i u m i k s	u n u n o k t i u m i k s	0.04993695765733719	0
e i   l o e n d a t a v a t	e i   l o e n d a t a v a t	0.04957891255617142	0
j a a n u a r e	j a a n u a r e	0.050232768058776855	0
e i   o l e k s   k o h a n u d	e i   o l e k s   k o h a n u d	0.05426881089806557	0
p e l d i k u t e l t	p e l d i k u t e l t	0.049900997430086136	0
o l e k s i t e   k a l l i s t a n u d	o l i t e   k a l l i s t a n u d	0.09712227433919907	3
s ü n n i t a n u d	s ü n n i t a n u d	0.04990753158926964	0
o l g u   m a g u s t a t u d	o l g u   m a g u s t a t u d	0.05241405963897705	0
e l a v h õ b e d a t e t a	e l a v h õ b e d a t e t a	0.05015183240175247	0
e i   e h i t a	e i   e h i t a	0.05227823927998543	0
k a n g e	k a n g e	0.04843975976109505	0
m a i d	m a i d	0.05178156495094299	0
m a a d e s t m a i s t	m a a d e s t m a i s t	0.04913296550512314	0
d u b n i u m d e s	d u b n i u m d e s	0.04891235753893852	0
u n u s t a s i d	u n u s t a s i d	0.04941534623503685	0
m õ t l e m i s e	m õ t l e m i s e	0.0499810054898262	0
ä r g u   h a k a t a g u	ä r g u   h a k a t a g u	0.05113648250699043	0
l i h a s t e s t	l i h a s t e s t	0.051409680396318436	0
o l i   o l e t a t u d	o l i   o l e t a t u d	0.05291253700852394	0
s p i o n e e r i n	s p i o n e e r i n	0.049585238099098206	0
j ä r j e h o i d j a i d	j ä r j e h o i d j a i d	0.050083909183740616	0
k ü l a s t a t a v a t	k ü l a s t a t a v a t	0.05043749511241913	0
ä r g u   o l g u   h a a r a n u d	ä r g u   o l g u   h a a r a n u d	0.05370132997632027	0
p u r e t a v a t	p u r e t a v a t	0.04999701306223869	0
l õ v i d e l e	l õ v i d e l e	0.050283029675483704	0
a l a k e m	a l a k e m	0.050574999302625656	0
s u u r e t a	s u u r e t a	0.04962048679590225	0
s õ l t u v u s t e g a	s õ l t u v u s t e g a	0.05098486319184303	0
s o o s s e s o i s s e	s o o s s e	0.8911208510398865	6
s i t t u v	s i t t u v	0.04992048069834709	0
e i   o l e   r e i s i n u d	e i   r e i s i n u d	0.11762446910142899	4
o l e k s i t e   s õ u d n u d	o l i t e   s õ u d n u d	0.11137743294239044	3
õ n n e l i k k u	õ n n e l i k k u	0.049016743898391724	0
n u s s i t a k s e	n u s s i t a k s e	0.04827247932553291	0
ü m b e r l õ i k a m i s e	ü m b e r l õ i k a m i s e	0.04992438107728958	0
p o l o o n i u m d e k s	p o l o o n i u m d e k s	0.05056808516383171	0
ä m b r i g a	ä m b r i g a	0.050023045390844345	0
h o i a t a t a v	h o i a t a t a v	0.051079340279102325	0
e i   o l e k s   k i p p u n u d	e i   o l e k s   k i p p u n u d	0.05306050553917885	0
h ü v i t a m a	h ü v i t a m a	0.05244244262576103	0
t ö ö s	t ö ö s	0.047846876084804535	0
o l e k s i m e   l ä i n u d	o l e k s i m e   l ä i n u d	0.08768773078918457	0
k a i d	k a i d	0.05218314006924629	0
o l e k s i m e   k i i t n u d	o l e k s i m e   k i i t n u d	0.0864761471748352	0
e m b a v	e m b a v	0.05079686641693115	0
b a a r i u m i s t	b a a r i u m i s t	0.05078958347439766	0
s o o v i g u	s o o v i g u	0.050379544496536255	0
i s a d e s t	i s a d e s t	0.049071054905653	0
m o s l e m i n a	m o s l e m i n a	0.05050019174814224	0
b a a r i u m d e l	b a a r i u m d e l	0.051364123821258545	0
s a n g a r i s	s a n g a r i s	0.050554223358631134	0
a l u s e n i	a l u s e n i	0.049181558191776276	0
v õ r d u b	v õ r d u b	0.05248600244522095	0
e i   v a h e l d a t u d	e i   v a h e l d a t u d	0.05229749530553818	0
e t t u r i t e l t	e t t u r i t e l t	0.04943476617336273	0
o l e k s i m e   h e l i s t a n u d	o l e k s i m e   h e l i s t a n u d	0.08232037723064423	0
k e i s r i t e s t	k e i s r i t e s t	0.04977038875222206	0
l i i b u t a v a t	l i i b u t a v a t	0.048357006162405014	0
t o s i n a t e n i	t o s i n a t e n i	0.048672255128622055	0
s i h i t a v a t e l t	s i h i t a v a t e l t	0.05113060772418976	0
o l e d   v i h a n u d	o l e d   v i h a n u d	0.05352453887462616	0
s i i r u p i t e k s	s i i r u p i t e k s	0.050725165754556656	0
e i   o l e v a t   h ä i r i t u d	e i   o l e v a t   h ä i r i t u d	0.05298900604248047	0
r e b a s e	r e b a s e	0.049230072647333145	0
u n u n k v a a d i u m i d	u n u n k v a a d i u m i d	0.04997611045837402	0
e l a v h õ b e d a l	e l a v h õ b e d a l	0.05083991214632988	0
e i   o l e v a t   n ä h t u d	e i   o l e v a t   n ä h t u d	0.0529165156185627	0
h ä i r i s i d	h ä i r i s i d	0.05086945742368698	0
t a r k v a r a d	t a r k v a r a d	0.05392833426594734	0
e i   h ä ä l e t a n u d	e i   o l e   h ä ä l e t a n u d	0.10637820512056351	4
e i   o l n u d   o s t n u d	e i   o l n u d   o s t n u d	0.05316503345966339	0
j ä ä t u t i	j ä ä t u t i	0.04789102077484131	0
v a a d a t u d	v a a d a t u d	0.05121658369898796	0
o l e k s i n   i s t u n u d	o l e k s i n   i s t u n u d	0.05163637921214104	0
v a r b l a s e	v a r b l a s e	0.05160943418741226	0
t e e	t e e	0.04621583968400955	0
o l e k s i t e   u n u s t a n u d	o l i t e   u n u s t a n u d	0.10220934450626373	3
j ä t s i d	j ä t s i d	0.04900291562080383	0
v e e n v a t	v e e n v a t	0.04968845471739769	0
o o t a v	o o t a v	0.051807817071676254	0
u n u s t a	u n u s t a	0.048783160746097565	0
v a s a r a s s e	v a s a r a s s e	0.051395732909440994	0
a l u m i i n i u m d e l t	a l u m i i n i u m d e l t	0.049629487097263336	0
m a r d i k a s s e	m a r d i k a s s e	0.05074968561530113	0
ä r g u   k e e d a g u	ä r g u   k e e d a g u	0.04924817755818367	0
o l e m e   m a s t u r b e e r i n u d	o l e m e   m a s t u r b e e r i n u d	0.05168720707297325	0
s e a b o r g i u m d e l e	s e a b o r g i u m d e l e	0.049928680062294006	0
l ä t l a s e l	l ä t l a s e l	0.05001858249306679	0
m a g a n u d	m a g a n u d	0.05135978013277054	0
j a n u s i d	j a n u s i d	0.04773882403969765	0
ä r g u   o l g u   l e i d n u d	ä r g u   o l g u   l e i d n u d	0.05184617266058922	0
o l e k s i d   s õ u d n u d	o l i   s õ u d n u d	0.12143643945455551	4
k u r i t ö ö d e n a	k u r i t ö ö d e n a	0.04981344938278198	0
a n t i m o n d e s	a n t i m o n d e s	0.04971299320459366	0
e i   o l e   l a u l d u d	e i   o l e   l a u l d u d	0.05226261168718338	0
r i s t k ü l i k u n a	r i s t k ü l i k u n a	0.05068549886345863	0
m a j o r i t	m a j o r i t	0.051545046269893646	0
o l e m e   k a s v a n u d	o l e m e   k a s v a n u d	0.0540771447122097	0
t e i e t a t a v	t e i e t a t a v	0.049073733389377594	0
o l e v a t   s p i o n e e r i n u d	o l e v a t   s p i o n e e r i n u d	0.051279764622449875	0
e i   n ü l i	e i   n ü l i	0.04975729435682297	0
t e l e f o n i t a	t e l e f o n i t a	0.047439705580472946	0
õ p i t e	õ p i t e	0.050172608345746994	0
ä r g u   a r m a s t a t a g u	ä r g u   a r m a s t a t a g u	0.05107372626662254	0
e t t u r i t e n a	e t t u r i t e n a	0.049699362367391586	0
h a r i s i n	h a r i s i n	0.05199577659368515	0
v a h e t u s õ p i l a s t e s s e	v a h e t u s õ p i l a s t e s s e	0.0507236123085022	0
o r h i d e e	o r h i d e e	0.05026867240667343	0
o l e v a t   t a p n u d	o l e v a t   t a p n u d	0.05298605188727379	0
t ü r k l a s e l t	t ü r k l a s e l t	0.051348552107810974	0
r u b i i d i u m i	r u b i i d i u m i	0.04817177355289459	0
k a o t a s	k a o t a s	0.05202591046690941	0
k a j a s t a n u d	k a j a s t a n u d	0.05200550705194473	0
s e o t a v	s e o t a v	0.048836857080459595	0
o l e k s i n   h a a r a n u d	o l e k s i n   h a a r a n u d	0.053036339581012726	0
e i   o l e k s   m ä r g i t u d	e i   o l e k s   m ä r g i t u d	0.052809230983257294	0
ü t r i u m d e n a	ü t r i u m d e n a	0.05104140192270279	0
e i t a t a k s e	e i t a t a k s e	0.04831356555223465	0
h a f n i u m i	h a f n i u m i	0.04962058365345001	0
ä r g u   a u s t a t a g u	ä r g u   a u s t a t a g u	0.05021895840764046	0
m u u t u s t e n i	m u u t u s t e n i	0.049189794808626175	0
o l i   s i t u t u d	o l i   s i t u t u d	0.052179720252752304	0
m ä n n i k u t e s	m ä n n i k u t e s	0.048904191702604294	0
v a b a n a	v a b a n a	0.052000053226947784	0
l a v a s t a n u d	l a v a s t a n u d	0.05232665315270424	0
o l e t e   õ p p i n u d	o l e t e   õ p p i n u d	0.05252882465720177	0
a j a l o o l a s t e t a	a j a l o o l a s t e t a	0.05019107088446617	0
m a g u s t a n	m a g u s t a n	0.05030226707458496	0
ä r g u   o l g u   v a h e l d a n u d	ä r g u   o l g u   v a h e l d a n u d	0.053060974925756454	0
e i   o l n u d   k a k e l d u d	e i   o l n u d   k a k e l d u d	0.05217382684350014	0
o l e d   p ü ü d n u d	o l e d   p ü ü d n u d	0.05280311778187752	0
o l e n   k a s u t a n u d	o l e n   k a s u t a n u d	0.052995603531599045	0
o l d i	o l d i	0.04891718178987503	0
t u h n i k u t e s t	t u h n i k u t e s t	0.05007115378975868	0
i l v e s e s s e	i l v e s e s s e	0.048345763236284256	0
v i i t s i s i m e	v i i t s i s i m e	0.049323614686727524	0
v a h e l d a t i	v a h e l d a t i	0.05091266706585884	0
a l a l t ü t l e v a t e g a	a l a l t ü t l e v a t e g a	0.05013298988342285	0
l o o t s i m e	l o o t s i m e	0.049369700253009796	0
v ä e l	v ä e l	0.049494557082653046	0
e i   o k s e n d a t u d	e i   o k s e n d a t u d	0.051072198897600174	0
s i d r u n i t e t a	s i d r u n i t e t a	0.0492854006588459	0
o l e m e   a u s t a n u d	o l e m e   a u s t a n u d	0.05296308174729347	0
t ä i d a m e	t ä i d a m e	0.04835139960050583	0
o l e k s i t e   l ä i n u d	o l i t e   l ä i n u d	0.11525286734104156	3
õ p i l a s e t a	õ p i l a s e t a	0.05085992068052292	0
r i i e t u m i s t e	r i i e t u m i s t e	0.049565389752388	0
a l k o h o l d e s s e	a l k o h o l d e s s e	0.05136795714497566	0
e i   o l e v a t   a l a t u d	e i   o l e v a t   a l a t u d	0.052876703441143036	0
r i d a d e l e	r i d a d e l e	0.04967869818210602	0
m a a d e n i	m a a d e n i	0.049961984157562256	0
v o o l i k u d	v o o l i k u d	0.05099901929497719	0
a u s t a b	a u s t a b	0.0510011650621891	0
o l e m e   k ä i t u n u d	o l e m e   k ä i t u n u d	0.05271017551422119	0
p a g a r i t e s s e	p a g a r i t e s s e	0.050591886043548584	0
õ p i l a s t e	õ p i l a s t e	0.050488099455833435	0
k a t k e t a k s	k a t k e t a k s	0.05074040964245796	0
o l e k s   s a d a n u d	o l i   s a d a n u d	0.12209513038396835	3
l i i v l a s e t a	l i i v l a s e t a	0.05025145038962364	0
s e m i n a r d e g a	s e m i n a r d e g a	0.05015132203698158	0
v õ r d u k s	v õ r d u k s	0.05303206294775009	0
e i   v õ t n u d	e i   v õ t n u d	0.12096686661243439	0
o n   i m e t u d	o n   i m e t u d	0.052642159163951874	0
s ö ö d a v a t	s ö ö d a v a t	0.047174904495477676	0
o l e k s i m e   j ä ä t u n u d	o l i m e   j ä ä t u n u d	0.10635077208280563	3
i n t e r v j u u	i n t e r v j u u	0.04955728352069855	0
j ä ä t i s e m a s i n a l	j ä ä t i s e m a s i n a l	0.049130138009786606	0
k e h s a	k e h h a	0.9119997024536133	1
e i   o l e v a t   ü r i t a n u d	e i   o l e v a t   ü r i t a n u d	0.05305211618542671	0
k a a s a ü t l e v a t e t a	k a a s a ü t l e v a t e t a	0.05040311813354492	0
o i m u l u u n i	o i m u l u u n i	0.049474697560071945	0
o l e k s i m e   t o o n u d	o l e k s i m e   t o o n u d	0.0882008969783783	0
n ü l g i s i d	n ü l g i s i d	0.048439256846904755	0
j ä ä v a d	j ä ä v a d	0.049504853785037994	0
a r v a k e	a r v a k e	0.05212191492319107	0
k i p u v a d	k i p u v a d	0.05117012932896614	0
o l e t a k s i d	o l e t a k s i d	0.05090268328785896	0
