prediction	target	loss	dist
a i j j a s t	a i j j a s t	0.06122876703739166	0
v o i l t	v o i l t	0.0628327801823616	0
m ä k k i ä	m ä k k i i ä	1.4957127571105957	1
o l u i z i l t	o l u i z i l t	0.060193054378032684	0
i k i l t	i k i l t	0.06238904595375061	0
l a m p a h i l t	l a m p a h i l t	0.06563325971364975	0
t ä h i l ö j a	t ä h i l ö j ä	0.33374232053756714	1
k u i l l e	k u i l l e	0.06257874518632889	0
l a m p a h a l t	l a m p a h a l t	0.06622359901666641	0
j o e l t	j o e l t	0.06115544214844704	0
k u k a l t	k u k a l t	0.06626596301794052	0
l u u h u	l u u h u	0.06556922942399979	0
k a r h u	k a r h u	0.06846983730792999	0
h ü v v i i	h ü v v i i	0.060683537274599075	0
k ä s s i i n	k ä s s i i n	0.05903659760951996	0
p ö k k ö i h e i n i l l e	p ö k k ö i h e i n i l l e	0.05976561829447746	0
h a m p a h a a l	h a m p a h a a l	0.06518366187810898	0
l a p s e e l	l a p s e e l	0.06032309681177139	0
m ä e s t	m ä e s t	0.06225644052028656	0
l u p p i i n	l u p p i i n	0.06270454823970795	0
o l u t t a	o l u t t a	0.06851254403591156	0
s ü ä m e l t	s ü ä m e l t	0.06297953426837921	0
k a l l a a n	k a l l a a n	0.06297705322504044	0
s e p o i l	s e p o i l	0.05961502343416214	0
v a r i k s i z	v a r i z	1.9056991338729858	3
s e p ä k s	s e p ä k s	0.06309778243303299	0
s i z a r i i n	s i z a r i i n	0.058947548270225525	0
j ä r v i l ö i l	j ä r v i l ö i l	0.06218506023287773	0
s ü ä m m i a	s ü ä n t	2.1539266109466553	4
k a l a n	k a l a n	0.06560522317886353	0
m a a n	m a a n	0.06514500081539154	0
j o k i l o j a	j o k i l o j a	0.05998620763421059	0
n a i z i l l e	n a i z i l l e	0.058748144656419754	0
l u i l t	l u i l t	0.06396088749170303	0
t ü t ä r i s s e	t ü t ä r i s s e	0.05902765318751335	0
s e p p ä ä n	s e p p ä ä n	0.0607973076403141	0
o l u i z i i n	o l u i z i i n	0.05869625508785248	0
p ö k k ö i h e i n ä l l e	p ö k k ö i h e i n ä l l e	0.059886280447244644	0
m e e h i l t	m e e h i l t	0.06122041493654251	0
k a r h u u z	k a r h u u z	0.06662526726722717	0
d a a t š a a n	d a a t š a a n	0.061883345246315	0
j ä ä l	j ä ä l	0.0615847110748291	0
k a l o i l	k a l o i l	0.06265673786401749	0
t ü t ä r i i n	t ü t ä r i i n	0.06001363694667816	0
d a a t š a l t	d a a t š a l t	0.06270749866962433	0
l u v a s t	l u v a s t	0.06367214769124985	0
v e s s i i	v e s s i i	0.054965026676654816	0
n a i z i k s	n a i z i k s	0.060591548681259155	0
l u v i l t	l u v i s t	0.9315614104270935	1
