prediction	target	loss	dist
н я ф т е в	н я ф т е в	0.050663530826568604	0
к о р р е с п о н д е н ц и я т н е	к о р р е с п о н д е н ц и я т н е	0.05104737728834152	0
с е з о н ц т а	с е з о н ц т а	0.04847119003534317	0
м р а м о р о н ь	м р а м о р о н ь	0.05414948984980583	0
п о з д н я й с ь	п о з д н я й с ь	0.04843853414058685	0
с я р я т ь ф о н ц	с я р я т ь ф о н ц	0.047338854521512985	0
п р о к у р о р к с	п р о к у р о р к с	0.05620695650577545	0
н а х о д к а	н а х о д к а	0.049398165196180344	0
в а л о н д а т	в а л о н д а т	0.049130067229270935	0
б а н я н ц	б а н я н ц	0.04895063117146492	0
п а л ф н е	п а л ф н е	0.05123191699385643	0
ю б и л е й ц е н ь г е	ю б и л е й ц е н ь г е	0.04658325016498566	0
з а с е д а н и я с ь	з а с е д а н и я с ь	0.05050569400191307	0
л а ж а д с ь	л а ж а т к ш н е с ь	0.17392891645431519	5
м я н е т ь	м я н е т ь	0.046571504324674606	0
и н с т р у к т и в н а й	и н с т р у к т и в н а й	0.05172189697623253	0
ж и л е т с н а	ж и л е т с н а	0.051054295152425766	0
т у ф т а л с ь к е	т у ф т а л с ь к е	0.050194717943668365	0
е ж е с т а	е ж е с т а	0.09810646623373032	0
п у л ь х к с ь	п у л ь х к с ь	0.08745719492435455	0
э м о ц и я т	э м о ц и я т	0.04885973781347275	0
б а к т е р и я н ь	б а к т е р и я н ь	0.05296621099114418	0
л а н г а к с с т а	л а н г а к с с т а	0.05181841924786568	0
п о к р а к с	п о к р а к с	0.053331408649683	0
г а м н а с т ь	г а м н а с т ь	0.10145106911659241	0
к о р х т а ф т а	к о р х т а ф т а	0.050572484731674194	0
р о м а н о н з о н д ы	р о м а н о н з о н д ы	0.04757697880268097	0
к у в а л м о с а	к у в а л м о с а	0.05360381677746773	0
к о р м у ш к а т и	к о р м у ш к а т и	0.052954599261283875	0
л и ц е й х т ь	л и ц е й т ь	0.155525341629982	1
к я ш е в	к я ш е в	0.049219295382499695	0
к о м а н д а н ь к о н д и	к о м а н д а н ь к о н д и	0.048655226826667786	0
п о з д р а в л е н и я н ь к о н ь	п о з д р а в л е н и я н ь к о н ь	0.05044056847691536	0
л о с к о д с ь	л о с к о д с ь	0.05833347141742706	0
а с с и м и л я ц и я н ь	а с с и м и л я ц и я н ь	0.05138289928436279	0
к о м с о м о л х т	к о м с о м о л х т	0.05200997740030289	0
л ю с т р а с ь	л ю с т р а с ь	0.06499466300010681	0
с я в о н д и н е	с я в и н е	0.16417385637760162	3
п я т и с т е н н а й	п я т и с т е н н а й	0.05026884377002716	0
д у ш м а т т н е н ь	д у ш м а т т н е н ь	0.051054369658231735	0
ю м о р е с к а н е	ю м о р е с к а н е	0.052346888929605484	0
о б ы ч н а й т ь	о б ы ч н а й т ь	0.04767715185880661	0
ф е с т и в а л ь х н е н ь	ф е с т и в а л ь х н е н ь	0.04950234666466713	0
с р е д а т ь	с р е д а т ь	0.05115914344787598	0
и с п о в е д с ь	и с п о в е д с ь	0.04967667534947395	0
н о л д а ф т о л ь х т ь	н о л д а ф т о л ь х т ь	0.047864414751529694	0
п а ч к о д с т ь	п а ч к о д с т ь	0.07654599100351334	0
в ы ш и в к а с ь	в ы ш и в к а с ь	0.05039568990468979	0
к у л е н д и х т ь	к у л и х т ь	0.14881163835525513	3
к а я й х т ь	к а я й х т ь	0.04728257283568382	0
о б щ е ж и т и я с н о н	о б щ е ж и т и я с н о н	0.049010515213012695	0
л и т е р а т у р а т н е н ь	л и т е р а т у р а т н е н ь	0.05368661880493164	0
м а н и е н ь	м а н и е н ь	0.05226036161184311	0
и н с т р у м е н т ф т о м а	и н с т р у м е н т ф т о м а	0.049799203872680664	0
к а л м а ф а т	к а л м а ф а т	0.05392822250723839	0
я к ш а м а	я к ш а м а	0.05063798278570175	0
л я м б о с ь	л я м б о с ь	0.05062084645032883	0
г о с б а н к у	г о с б а н к у	0.05111830681562424	0
с т р о й к а в	с т р о й к а в	0.053362905979156494	0
н о м и н а ц и я т н е н ь	н о м и н а ц и я т н е н ь	0.05010555312037468	0
м о р я к н е	м о р я к н е	0.05328745394945145	0
и м п е р и а л и з м а т ь	и м п е р и а л и з м а т ь	0.05341904237866402	0
м о р д в а т н е	м о р д в а т н е	0.05184737965464592	0
т е а т р а с н о н	т е а т р а с н о н	0.05175807699561119	0
с о к а й н е	с о к а й н е	0.04663453251123428	0
с т у д е н т с а	с т у д е н т с а	0.0501323938369751	0
и л я н а з о н ь	и л я н а з о н ь	0.050188641995191574	0
п е р о в	п е р о в	0.05352242290973663	0
м и р д е н ц т ы	м и р д е н ц т ы	0.048250727355480194	0
п р е д м е т т н е н ь	п р е д м е т т н е н ь	0.050650112330913544	0
п р о е к т о н ц т ы	п р о е к т о н ц т ы	0.05014702305197716	0
с я р я д и т ь	с я р я д и т ь	0.05086016654968262	0
п у т ь к с с а	п у т ь к с с а	0.051475849002599716	0
п о л и ц и я т ь	п о л и ц и я т ь	0.05267561227083206	0
з а к а з т ь	з а к а з т ь	0.0500517264008522	0
к о ч к а ф о к с	к о ч к а ф о к с	0.05693706125020981	0
р о з а р я с а й т ь	р о з а р я с а й т ь	0.051372986286878586	0
л ю п ш т а ф т ф т а м а	л ю п ш т а ф т о ф т а м а	0.41578593850135803	1
о р д е н к с	о р д е н к с	0.0508158802986145	0
р ь в я з е н ь	р ь в я з е н ь	0.04970932751893997	0
л и ш м о н ь	л и ш м о н ь	0.05069385841488838	0
с т р у к т у р а н з о н	с т р у к т у р а н з о н	0.0527811124920845	0
у ч е б н о - м е т о д и ч е с к я й	у ч е б н о - м е т о д и ч е с к я й	0.049565788358449936	0
и н ж и	и н ж и	0.0490700826048851	0
с у б ъ е к т о н з о н	с у б ъ е к т о н з о н	0.048858825117349625	0
о б щ е с т в а т ь	о б щ е с т в а т ь	0.050229910761117935	0
р а к е т а т н е н ь	р а к е т а т н е н ь	0.051979195326566696	0
о б с л у ж и в а н и я т ь	о б с л у ж и в а н и я т ь	0.051534783095121384	0
и н а у г у р а ц и я н ь	и н а у г у р а ц и я н ь	0.05183497071266174	0
в и и с т а	в и и с т а	0.05207940936088562	0
э р я е н д и	э р я е н д и	0.046825483441352844	0
п л а т т	п л а т т	0.05219750106334686	0
п а т р и о т и з м а	п а т р и о т и з м а	0.053875505924224854	0
п а ч к о д я н	п а ч к о т ь к ш н я н	0.19356799125671387	5
щ е н я н е	щ е н я н е	0.0457630529999733	0
с я н г я р ь г о ф т с а с ь к	с я н г я р ь г о ф т с а с ь к	0.060236964374780655	0
к а з н а ч е й с т в а з о н к	к а з н а ч е й с т в а з о н к	0.049624890089035034	0
р о з а с т а	р о з а с т а	0.05180201679468155	0
д е к о р а т о р х н е н д и	д е к о р а т о р х н е н д и	0.051453039050102234	0
б а т а р е я т н е н ь	б а т а р е я т н е н ь	0.05137006938457489	0
с р х к а ф т о в с ь	с р х к а ф т о в с ь	0.0496361218392849	0
ф и н а н с н е	ф и н а н с н е	0.04987580329179764	0
к у л ь т п р о с в е т у ч и л и щ а с а	к у л ь т п р о с в е т у ч и л и щ а с а	0.05301500856876373	0
п о с т а н о в к а н ь к о н ь	п о с т а н о в к а н ь к о н ь	0.05080094188451767	0
ч а й с а	ч а й с а	0.049080830067396164	0
л у в о в и	л у в о н д о в и	0.19214624166488647	3
г а з и ф и к а ц и я н ь	г а з и ф и к а ц и я н ь	0.05032360181212425	0
н е д я л я т ь	н е д я л я т ь	0.04851246252655983	0
ю в а д е л ь	ю в а д е л ь	0.07832002639770508	0
с а н	с а н	0.05083185434341431	0
ш о б д а в а н з о н	ш о б д а в а н з о н	0.04831710457801819	0
э р я в и к с с ь	э р я в и к с с ь	0.051802754402160645	0
в и д е ш и н ь	в и д е ш и н ь	0.04979528486728668	0
в а н о н д а т	в а н о н д а т	0.10156378895044327	0
р а й ц е н т р а с ь	р а й ц е н т р а с ь	0.051926206797361374	0
р е з е р в а н з о н	р е з е р в а н з о н	0.05095352232456207	0
и н з а н ь	и н з а н ь	0.04753812775015831	0
т я д я ц к а	т я д я ц к а	0.04540592432022095	0
г р а ж д а н и н	г р а ж д а н и н	0.050845928490161896	0
к у р к	к у р г а	0.29038533568382263	2
с я в о н д ь с а	с я в с а	0.18380899727344513	4
а с с и м и л я ц и я ц	а с с и м и л я ц и я ц	0.05129965394735336	0
э л е к т р о с т а н ц и я с ь	э л е к т р о с т а н ц и я с ь	0.0517633892595768	0
с е м и н а р х н е н д и	с е м и н а р х н е н д и	0.0512932650744915	0
с к л а д о з о н к	с к л а д о з о н к	0.04901580885052681	0
э л е к т р о э н е р г и я т ь	э л е к т р о э н е р г и я т ь	0.051197607070207596	0
с о д а д е	с о д а д е	0.048045556992292404	0
г а л о ш с т а	г а л о ш с т а	0.050582051277160645	0
с т р о ч к а с а	с т р о ч к а с а	0.056023020297288895	0
с п а с и б а с т ь	с п а с и б а с т ь	0.09625989943742752	0
д о с т о я н и я к с	д о с т о я н и я к с	0.049640316516160965	0
р и з н а м е	р и з н а м е	0.08765233308076859	0
м е т р а д а	м е т р а д а	0.05251942202448845	0
с а т о в и к с т	с а т о в и к с т	0.0524725541472435	0
а к л я ц	а к л я ц	0.051529061049222946	0
и з о л я т о р о н ь	и з о л я т о р о н ь	0.052001744508743286	0
п е р е л и в а н и я н ц	п е р е л и в а н и я н ц	0.05275190621614456	0
г е р б о в а й	г е р б о в а й	0.05133817717432976	0
г е о д е з и я н ь	г е о д е з и я н ь	0.048480868339538574	0
и н с т р у м е н т о к с	и н с т р у м е н т о к с	0.051351819187402725	0
с в и д е т е л ь с т в а н з о н	с в и д е т е л ь с т в а н з о н	0.04995179921388626	0
х о з я й с т в а ц е н ь	х о з я й с т в а ц е н ь	0.047364525496959686	0
у ш е д о м а н ь к е	у ш е д о м а н ь к е	0.04825494810938835	0
п о х м е л ь с	п о х м е л ь с	0.05051547288894653	0
с а м о л е т о н ь к е	с а м о л е т о н ь к е	0.05083378404378891	0
ш о н г а р я м о н д и	ш о н г а р я м о н д и	0.05004662647843361	0
п а р ш и с т а	п а р ш и с т а	0.05294029414653778	0
б а л к о т т	б а л к о т т	0.051456429064273834	0
н а р о д н а й	н а р о д н а й	0.05048069730401039	0
п и л ь г е	п и л ь г е	0.04939963296055794	0
э к с п л у а т а ц и я т ь	э к с п л у а т а ц и я т ь	0.05144226551055908	0
п а р а т н е	п а р а т н е	0.0750909075140953	0
д о к л а д с а	д о к л а д с а	0.050049349665641785	0
а в о з е н ц	а в о з е н ц	0.0475122444331646	0
т р е н а ж е р х н е	т р е н а ж ё р х н е	0.5197005867958069	1
л я й х н е н д и	л я й х н е н д и	0.04775109887123108	0
т о п а з	т о п а з	0.051356181502342224	0
п е р я ф к с ф т о м а	п е р я ф к с ф т о м а	0.04936617612838745	0
в е л и к а т т н е н ь	в е л и к а т т н е н ь	0.050923869013786316	0
ч и н о в н и к т	ч и н о в н и к т	0.050758618861436844	0
в о д е н д а ф т о л ь х т ь	в о д е н д а ф т о л ь х т ь	0.047363147139549255	0
к о з с ь	к о з с ь	0.05910961329936981	0
с о д р у ж е с т в а с н а	с о д р у ж е с т в а с н а	0.05136968195438385	0
э т н о ш к о л а н ь	э т н о ш к о л а н ь	0.050058867782354355	0
д и а л е к т т н е	д и а л е к т т н е	0.05092259496450424	0
т и т у л х н е н ь	т и т у л х н е н ь	0.05091499909758568	0
в е с с а	в е с с а	0.05052771791815758	0
у с а д ь б а н ь к е	у с а д ь б а н ь к е	0.048822131007909775	0
к а р м а с т ь	к а р м а с т ь	0.05327732861042023	0
к о м л я т ь	к о м л я т ь	0.05108943581581116	0
г о с у н и в е р с и т е т о н ь	г о с у н и в е р с и т е т о н ь	0.051327235996723175	0
з а я в к а т н е	з а я в к а т н е	0.05003761127591133	0
к е л ь м о т н е н ь	к е л ь м о т н е н ь	0.04911251366138458	0
к у в а л м о ц	к у в а л м о ц	0.05256708338856697	0
с и з е ф ш и т ь	с и з е ф ш и т ь	0.04940466582775116	0
п а ч к о д е м с	п а ч к о т ь к ш н е м с	0.15774084627628326	5
и н д е к с а ц и я	и н д е к с а ц и я	0.050045594573020935	0
м е с я ч н и к о н ь	м е с я ч н и к о н ь	0.04981297254562378	0
у ч а с т н и к о н з а	у ч а с т н и к о н з а	0.05108342319726944	0
м з о л г о ф т о з е н ь	м з о л г о ф т о з е н ь	0.08707259595394135	0
т у ф т а л х н е н ь	т у ф т а л х н е н ь	0.050243910402059555	0
к у н а р д о н н е	к у н а р д о н н е	0.0504283681511879	0
м а с с а н к с а	м а с с а н к с а	0.050653647631406784	0
м у т я д я з ь	м у т я д я з ь	0.045018844306468964	0
п а к с я	п а к с я	0.05225595831871033	0
о г н е в о й	о г н е в о й	0.048410564661026	0
б л а г о д а т е н ц	б л а г о д а т е н ц	0.04962115362286568	0
ш и р е в а н к	ш и р е в а н к	0.04861661419272423	0
т о н г о в о л ь х т ь	т о н г о н д о в о л ь х т ь	0.26401418447494507	3
с т и х н е н ь	с т и х н е н ь	0.04932619631290436	0
с о к а в и	с о к а в и	0.05057414993643761	0
п о п р а в к а т н е н ь	п о п р а в к а т н е н ь	0.052485737949609756	0
п р и б о р ф т о м а	п р и б о р ф т о м а	0.052149590104818344	0
ю р о н ц	ю р о н ц	0.04711151123046875	0
к и з е ф к с н е	к и з е ф к с н е	0.05009613558650017	0
б а б а т н е н ь	б а б а т н е н ь	0.049599409103393555	0
п р а к т и к а с н о н	п р а к т и к а с н о н	0.05335322767496109	0
р а ш т а с т ь	р а ш т а с т ь	0.05411176010966301	0
э р я ф т ь к е	э р я ф т ь к е	0.04664506018161774	0
к о м а н д у ю щ а й т ь	к о м а н д у ю щ а й т ь	0.04838419333100319	0
с у м м а т	с у м м а т	0.051503367722034454	0
р е в м а т и з м а т ь	р е в м а т и з м а т ь	0.052364472299814224	0
к у д н у м о л о н ь к е	к у д н у м о л о н ь к е	0.04968969151377678	0
п р е с т у п н и к т ь	п р е с т у п н и к т ь	0.052556362003088	0
в а р с и е н ь	в а р с и е н ь	0.05225421488285065	0
с п и р т з а в о д с т а	с п и р т з а в о д с т а	0.051426373422145844	0
в и з а т н е н ь	в и з а т н е н ь	0.04964955523610115	0
л и е н д с ь	л и е н д с ь	0.0887405052781105	0
о с л о ж н е н и я т н е н д и	о с л о ж н е н и я т н е н д и	0.04962218180298805	0
и с п о л н и т е л ь х н е н ь	и с п о л н и т е л ь х н е н ь	0.05019066482782364	0
э т а п т ь	э т а п т ь	0.049457937479019165	0
р а с п о р я ж е н и я с ь	р а с п о р я ж е н и я с ь	0.05253424867987633	0
н я и х т е н ь	н я и х т е н ь	0.06028534471988678	0
п р о с т р а н с т в а н ц	п р о с т р а н с т в а н ц	0.05327679216861725	0
а з о в и	а з о н д о в и	0.13310769200325012	3
с о л д а т с ь	с о л д а т с ь	0.05296191945672035	0
к и з о с н а	к и з о с н а	0.049046650528907776	0
в а н ы	в а н о н д ы	0.19549179077148438	3
п о л у ч а з е н ь	п о л у ч а з е н ь	0.0656198188662529	0
ш а р к с т ы х т ь	ш а р к с т ы х т ь	0.05018400028347969	0
в е д а р к а н ь	в е д а р к а н ь	0.05230953171849251	0
ц ю г у т т н е н ь	ц ю г у т т н е н ь	0.047255393117666245	0
п р и м е р о н д и	п р и м е р о н д и	0.05314401164650917	0
з в а н и я ц	з в а н и я ц	0.04960842430591583	0
и н т е н с и ф и к а ц и я	и н т е н с и ф и к а ц и я	0.05086356773972511	0
в о ж т т н е н ь	в о ж т т н е н ь	0.05782017111778259	0
д ь я ч о к н е	д ь я ч о к н е	0.0495157390832901	0
с п о р я н	с п о р я н	0.051204532384872437	0
д о к т о р о н ь к е	д о к т о р о н ь к е	0.04965963587164879	0
п р е п о д а в а т е л ь с н а	п р е п о д а в а т е л ь с н а	0.05186719447374344	0
с а т ь	с а т ь	0.17760491371154785	0
з в о н о к т ь	з в о н о к т ь	0.05083844065666199	0
п л и н т у с т	п л и н т у с т	0.052113406360149384	0
а н г о р д а	а н г о р д а	0.05258450284600258	0
к и з о н ь к е	к и з о н ь к е	0.04712839797139168	0
п о ч ф о н д и	п о ч ф о н д и	0.0490746907889843	0
з е м л я к н е	з е м л я к н е	0.05000583827495575	0
с т и х т о н з а	с т и х т о н з а	0.04696621745824814	0
а к а д е м и я т н е н д и	а к а д е м и я т н е н д и	0.0505041740834713	0
т е х н о п а р к с ь	т е х н о п а р к с ь	0.05132533982396126	0
э р я ф о н ь к о н ь г е	э р я ф о н ь к о н ь г е	0.04512676224112511	0
м а ш т ы х т ь	м а ш т ы х т ь	0.04887187480926514	0
д р у ж и н а с а	д р у ж и н а с а	0.05145394802093506	0
э ф ф е к т и в н о с т т ь	э ф ф е к т и в н о с т т ь	0.04835301265120506	0
к р а й с т а	к р а й с т а	0.052109189331531525	0
м а т ч	м а т ч	0.05283258110284805	0
с ы р д а	с ы р д а	0.05042431131005287	0
д е к а д а т н е н ь	д е к а т т н е н ь	0.11547982692718506	2
х а л а т с а	х а л а т с а	0.05174708366394043	0
п о х о д н а й	п о х о д н а й	0.048497676849365234	0
к о м п ь ю т е р х т	к о м п ь ю т е р х т	0.05032198131084442	0
к а р и е с с а	к а р и е с с а	0.054263729602098465	0
с у в а н	с у в а н	0.05044400319457054	0
ю в а д е м е	ю в а т ь к ш н е м е	0.14693583548069	5
п р о м ы ш л е н н о с т т и	п р о м ы ш л е н н о с т т и	0.05094863846898079	0
в е с т и	в е с т и	0.050893332809209824	0
ц е н т р а т н е	ц е н т р а т н е	0.05005453899502754	0
и м о ш н е	и м о ш н е	0.04955027624964714	0
т и ф т о л ь х т ь	т и ф т о л ь х т ь	0.046427346765995026	0
м и р т ь	м и р т ь	0.056322336196899414	0
б е р я к т и	б е р я к т и	0.05183509737253189	0
п о л и э т и л е н	п о л и э т и л е н	0.05339802801609039	0
с а в о р х н е	с а в о р н е	0.8182598948478699	1
п р о и з в е д е н и я с о с т	п р о и з в е д е н и я с о с т	0.05060908943414688	0
м и т р о п о л и я т ь	м и т р о п о л и я т ь	0.05339982733130455	0
в а н о н д о в о л ь	в а н о в о л ь	0.13132746517658234	3
у ч и т е л ь н и ц а т и	у ч и т е л ь н и ц а т и	0.051050812005996704	0
т я р я ф т с т ь	т я р я ф т с т ь	0.06944943219423294	0
м а р ш р у т о н ь к е	м а р ш р у т о н ь к е	0.05155710130929947	0
р е л и к в и я с ь	р е л и к в и я с ь	0.05371878296136856	0
н а р а т	н а р а т	0.05392922833561897	0
ф о р у м о н ь	ф о р у м о н ь	0.050958890467882156	0
а с п и р а н т т н е н ь	а с п и р а н т т н е н ь	0.05167364329099655	0
я в о ж к ш н е з ь	я в о ж к ш н е з ь	0.1437709927558899	0
з а в т р а к т ь	з а в т р а к т ь	0.05275007337331772	0
о б щ е с т в а с т а	о б щ е с т в а с т а	0.050573963671922684	0
п а т р и о т и з м а н т е н ь	п а т р и о т и з м а н т е н ь	0.05187583342194557	0
к у л е в о л е т ь	к у л е в о л е т ь	0.05931052938103676	0
