prediction	target	loss	dist
t a   k u p i d i l a	t a   k u p i d i l a	0.06685370951890945	0
k e   s e s a	k e   s e s a	0.06773950159549713	0
k u k u i z a k a	k u i z a k a	0.21627205610275269	2
k e   t i l u m u n a	k e   t i l u m u n a	0.06693243235349655	0
v w a t a k a	v w a t a k a	0.05731181800365448	0
s a d i l a k a	s a d i l a k a	0.06401615589857101	0
k u t u t a	k o t u t a	0.8870007395744324	1
k u s e k i s a	k u s e k i s a	0.06702554225921631	0
k e   t o b o k a	k e   t o b o k a	0.06790043413639069	0
s o b a k a	s o b a k a	0.0658419281244278	0
t a m b u s a k a	t a m b u s a k a	0.0659027099609375	0
t a t i k a   k a	t a t i k a   k a	0.06407701224088669	0
s u b a k a	s u b a k a	0.0650959238409996	0
t a   k u s o b a	t a   k u s o b a	0.06755472719669342	0
k e   t u n g u l u l a	k e   t u n g u l u l a	0.06713926047086716	0
k e   t u m a	k e   t u m a	0.06748799979686737	0
t a   k u p a s u k a	t a   k u p a s u k a	0.06477575749158859	0
s a s a k a	s a s a k a	0.061963845044374466	0
s a l a m a   k a	s a l a m a   k a	0.06239182502031326	0
k e   s e l o k a	k e   s e l o k a	0.06706225126981735	0
t a   k u s e l o k a	t a   k u s e l o k a	0.06665430217981339	0
t a   k u s o l a	t a   k u s o l a	0.06664137542247772	0
t a   k u t o b o l a	t a   k u t o b o l a	0.06807958334684372	0
s o m p a k a	s o m p a k a	0.06578017771244049	0
t a   k u t e l e k a	t a   k u t e l e k a	0.06669481843709946	0
k e   s a b u k a	k e   s a b u k a	0.06638405472040176	0
k u s u m u k a	k u s u m u k a	0.06679531931877136	0
k u t o l a	k u t o l a	0.06604064255952835	0
k u t a b u l a	k u t a b u l a	0.06657319515943527	0
k u t a t i k a  	k u t a t i k a  	0.06486131250858307	0
k u p i s u k a	k u p i s u k a	0.0647219568490982	0
t a   k u t e z a	t a   k u t e z a	0.06565478444099426	0
v o v a k a	v o v a k a	0.05901733785867691	0
s a n i s i n a k a	s a n i s i n a k a	0.06384618580341339	0
k u t s o n a  	k u t s o n a  	0.06795744597911835	0
t a   k u t o l o k a	t a   k u t o l o k a	0.06674471497535706	0
k e   s e n d a	k e   s e n d a	0.06788219511508942	0
s i s i l a k a	s i s i l a k a	0.0643777847290039	0
k e   s u a s u a n a	k e   s u a s u a n a	0.06482183188199997	0
t a   k u s u k u l a	t a   k u s u k u l a	0.06575711816549301	0
k u s o n g i s a	k u s o n g i s a	0.06888357549905777	0
t s u b a k a	t s u b a k a	0.06585413217544556	0
s a s u k a k a	s a s u k a k a	0.06217249855399132	0
k u t o n g a n a n a	k u t o n g a n a n a	0.06549188494682312	0
k e   t a m b i k i s a	k e   t a m b i k i s a	0.06695149838924408	0
k e   s a k a l a l a	k e   s a k a l a l a	0.06304960697889328	0
t a   k u s a s u k a	t a   k u s a s u k a	0.06502392888069153	0
t i m a k a	t i m a k a	0.06541530787944794	0
k u t e n g a m a	k u t e n g a m a	0.06702616065740585	0
