prediction	target	loss	dist
s i b u l a	s i b u l a	0.07507596909999847	0
u y a r e k a	u y a r e k a	0.074527308344841	0
u z o t h u s a	u z o t h u s a	0.07405027002096176	0
s i y a b o r o k o	s i y a b o r o k o	0.07266198843717575	0
n g i z o u t l o a	n g i z o u t l o a	0.07387325912714005	0
y a e a	y a e a	0.06835828721523285	0
s i y a l u l a	s i y a l u l a	0.07457396388053894	0
n g i y a t h u s a	n g i y a t h u s a	0.07445596903562546	0
s i z o q a l a	s i z o q a l a	0.07420751452445984	0
u y a l u m e l a	u y a l u m e l a	0.07468529045581818	0
n i e m a	n i e m a	0.07548592239618301	0
n g i z o s u t u t s a	n g i z o s u t u t s a	0.07450633496046066	0
u y a f o f a	u y a f o f a	0.07454574108123779	0
n i l u l a	n i l u l a	0.07411257177591324	0
s i f o f a	s i f o f a	0.07370591163635254	0
u y a l u l a	u y a l u l a	0.07463254034519196	0
b a z o e m a	b a z o e m a	0.07464415580034256	0
n g i b o r o k o	n g i b o r o k o	0.07221752405166626	0
u z o l u m e l a	u z o l u m e l a	0.07432470470666885	0
n g i z o n g o l a	n g i z o n g o l a	0.07459857314825058	0
u y a l u m e l a	u y a l u m e l a	0.07465729862451553	0
n i r e k a	n i r e k a	0.07427103817462921	0
u y a i t h u t e	u y a i t h u t e	0.07444395124912262	0
b a y a b u l a	b a y a b u l a	0.07509055733680725	0
b a z o b a l a	b a z o b a l a	0.07408380508422852	0
u z o e	u z o e	0.07355929166078568	0
s i y a l u m e l a	s i y a l u m e l a	0.07469361275434494	0
b a l a e a	b a l a e a	0.07060328871011734	0
u y a f o f a	u y a f o f a	0.07451197504997253	0
u z o l u l a	u z o l u l a	0.07421887665987015	0
s i z o i t h u t e	s i z o i t h u t e	0.07444649189710617	0
u y a r e k i s a	u y a r e k i s a	0.074302539229393	0
n i y a n g o l a	n i y a n g o l a	0.07533051818609238	0
n g i z o q a l a	n g i z o q a l a	0.07403014600276947	0
b a z o b u l a	b a z o b u l a	0.07475489377975464	0
b a z o l u l a	b a z o l u l a	0.0738951563835144	0
b a b a l a	b a b a l a	0.07357602566480637	0
n i y a b o r o k o	n i y a b o r o k o	0.07281705737113953	0
u z o j a	u z o j a	0.07532249391078949	0
u u t l o a e a	u t l o a e a	0.7526094913482666	1
u r e k i s a	u r e k i s a	0.07366926968097687	0
u l u l a	u l u l a	0.07383864372968674	0
n i h u l a a	n i h u l a a	0.0732007697224617	0
